"002100200045";6;;"2020-01-02";4;"1540";1;4;0;2;1;2;503;0;0;0;400;2;1;01;1;1;1;1;1;0;0;00;1;02;00;;3;39;"16";1;0;0;0;1;5;200;2;1;1;"";"";"-730756,497";"-1042927,023";"-730754,551";"-1042926,174";"PRAHA9";"CHLUMECK¡";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200046";5;;"2020-01-02";4;"1760";1;1;0;2;1;0;516;0;0;0;700;2;3;01;2;7;1;3;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-738326,706";"-1034821,520";"-738324,947";"-1034819,782";"Praha8-B¯ezinÏves";"CÕNOVECK¡";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200047";6;;"2020-01-02";4;"1560";2;0;0;2;1;0;516;0;0;0;500;2;1;01;1;1;1;1;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-741081,566";"-1050324,203";"-741080,382";"-1050323,849";"PRAHA4KrË";"PODKR»SK›MLESEM";"";"mÌstnÌkomunikace";"";"";"";"";"";"";"";"";"1"
"002100200048";5;;"2020-01-02";4;"1800";4;0;0;1;1;2;204;0;1;0;5;2;5;01;3;4;1;1;1;0;5;01;1;01;00;;3;39;"02";1;1;1;0;1;1;5;2;1;1;"";"";"-733671,198";"-1045964,263";"-733671,260";"-1045963,838";"Praha10ätÏrboholy";"⁄STÿEDNÕ";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200049";6;;"2020-01-02";4;"2010";1;2;0;2;1;2;502;0;0;0;500;1;1;01;1;4;1;1;1;0;0;02;1;02;00;;3;47;"19";0;0;1;0;1;5;300;2;1;1;"";"";"-742965,684";"-1042981,969";"-742965,709";"-1042981,622";"PRAHA1";"PLATN…ÿSK¡";"";"mÌstnÌkomunikace";"";"";"";"";"";"";"";"";"1"
"002100200050";5;;"2020-01-02";4;"2015";1;4;0;2;1;2;503;0;0;0;700;2;3;01;1;4;1;2;1;0;0;00;1;02;00;;6;13;"03";1;0;0;0;1;1;200;2;1;1;"";"";"-730323,608";"-1051033,710";"-730324,185";"-1051035,017";"PRAHA10Uh¯ÌnÏves";"Pÿ¡TELSTVÕ";"";"uzel";"";"";"";"";"";"";"";"";"1"
"002100200051";6;;"2020-01-02";4;"2160";2;0;0;2;1;0;204;0;0;0;300;2;6;01;6;5;1;0;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-749184,577";"-1043208,469";"-749184,586";"-1043207,386";"PRAHA6B¯evnov";"POZDE“SK¡";"";"mÌstnÌkomunikace";"";"";"";"";"";"";"";"";"1"
"002100200052";5;;"2020-01-02";4;"2210";3;0;9;2;1;0;411;0;0;0;10;2;1;01;1;4;1;2;5;0;5;00;1;02;00;;3;13;"03";1;0;4;0;1;1;0;9;;;"";"";"-746159,450";"-1042629,869";"-746159,503";"-1042628,703";"PRAHA6B¯evnov";"PATO»KOVA";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200053";6;;"2020-01-03";5;"0505";2;0;0;2;1;2;502;0;0;0;50;2;1;01;1;4;1;1;1;0;0;00;1;02;00;;5;62;"09";3;0;0;0;1;5;0;3;1;1;"";"";"-742884,317";"-1043425,93";"-742884,927";"-1043426,348";"Praha1";"Perlov·";"";"mÌstnÌkomunikace";"";"1396907";"";"Souhlasn˝sesmÏrem˙seku";"Pomal˝";"554782";"463892";"GN_V0.1UIR-ADR_410";"1"
"002100200054";6;;"2020-01-03";5;"0510";2;0;0;2;1;2;502;0;0;0;1200;2;1;01;1;4;1;1;1;0;0;00;1;03;00;;3;39;"11";1;0;1;0;1;5;300;2;1;1;"";"";"-731334,521";"-1042416,762";"-731333,778";"-1042416,725";"PRAHA9";"MANSFELDOVA";"";"mÌstnÌkomunikace";"";"";"";"";"";"";"";"";"1"
"002100200055";6;;"2020-01-03";5;"0630";3;0;2;2;1;2;508;0;0;0;450;2;1;01;1;4;1;1;1;0;0;00;3;01;00;;3;39;"10";12;0;1;0;1;5;400;2;1;1;"";"";"-742619,381";"-1042025,189";"-742619,800";"-1042025,509";"PRAHA7Holeöovice";"KostelnÌ";"";"mÌstnÌkomunikace";"";"";"";"";"";"";"";"";"1"
"002100200056";6;;"2020-01-03";5;"0640";2;0;0;2;1;2;502;0;0;0;950;1;1;01;1;4;1;1;1;0;0;00;1;03;00;;3;39;"18";3;0;1;0;1;5;600;2;1;1;"";"";"-740734,760";"-1043555,789";"-740734,498";"-1043555,025";"PRAHA3";"äTÕTN…HO";"";"mÌstnÌkomunikace";"";"";"";"";"";"";"";"";"1"
"002100200057";4;;"2020-01-03";5;"0640";3;0;9;2;1;2;508;0;0;0;200;2;1;12;1;4;1;0;1;2;0;00;4;01;19;;3;44;"18";3;0;1;0;1;37;200;2;1;1;"";"";"-741560,959";"-1049831,994";"-741560,200";"-1049835,222";"PRAHA4KrË";"Z¡LESÕ";"";"uzel";"";"";"";"";"";"";"";"";"1"
